game_num,strategy1,strategy2,points1,points2
123,tickets,route,64,94
124,tickets,route,62,69
125,tickets,route,43,80
126,tickets,route,65,75
127,tickets,route,58,84
128,tickets,route,87,83
129,tickets,route,91,94
130,tickets,route,88,105
131,tickets,route,62,78
132,tickets,route,97,74
133,tickets,route,84,77
134,tickets,route,92,84
135,tickets,route,52,79
136,tickets,route,90,84
137,tickets,route,78,101
138,tickets,route,46,81
139,tickets,route,92,98
140,tickets,route,83,94
141,tickets,route,9,105
142,tickets,route,3,92
143,tickets,route,60,79
144,tickets,route,89,80
145,tickets,route,75,101
146,tickets,route,73,83
147,tickets,route,35,94
148,tickets,route,101,73
149,tickets,route,47,87
150,tickets,route,71,96
151,tickets,route,71,76
152,tickets,route,74,93
153,tickets,route,55,92
154,tickets,route,51,87
155,tickets,route,78,105
156,tickets,route,68,79
157,tickets,route,53,81
158,tickets,route,82,82
159,tickets,route,45,69
160,tickets,route,53,97
161,tickets,route,61,91
162,tickets,route,79,83
163,tickets,route,56,85
164,tickets,route,86,72
165,tickets,route,95,89
166,tickets,route,90,88
167,tickets,route,94,74
168,tickets,route,50,88
169,tickets,route,68,93
170,tickets,route,100,87
171,tickets,route,62,89
172,tickets,route,83,94
173,tickets,route,91,85
174,tickets,route,92,84
175,tickets,route,71,98
176,tickets,route,57,63
177,tickets,route,80,90
178,tickets,route,62,84
179,tickets,route,76,88
180,tickets,route,81,77
181,tickets,route,24,83
182,tickets,route,72,86
183,tickets,route,62,80
184,tickets,route,34,66
185,tickets,route,76,83
186,tickets,route,63,85
187,tickets,route,73,88
188,tickets,route,69,75
189,tickets,route,81,106
190,tickets,route,107,76
191,tickets,route,67,90
192,tickets,route,74,94
193,tickets,route,85,65
194,tickets,route,68,74
195,tickets,route,78,92
196,tickets,route,67,98
197,tickets,route,90,86
198,tickets,route,52,89
199,tickets,route,87,88
200,tickets,route,-13,88
201,tickets,route,61,98
202,tickets,route,45,79
203,tickets,route,80,72
204,tickets,route,58,93
205,tickets,route,93,87
206,tickets,route,88,105
207,tickets,route,79,84
208,tickets,route,43,84
209,tickets,route,82,94
210,tickets,route,82,88
211,tickets,route,50,76
212,tickets,route,76,101
213,tickets,route,43,93
214,tickets,route,49,84
215,tickets,route,67,85
216,tickets,route,22,71
217,tickets,route,42,82
218,tickets,route,79,83
219,tickets,route,77,84
220,tickets,route,92,85
221,tickets,route,86,90
222,tickets,route,89,77
223,tickets,route,69,84
224,tickets,route,74,78
225,tickets,route,40,74
226,tickets,route,66,89
227,tickets,route,53,89
228,tickets,route,43,96
229,tickets,route,63,78
230,tickets,route,91,81
231,tickets,route,111,76
232,tickets,route,67,87
233,tickets,route,72,82
234,tickets,route,83,98
235,tickets,route,90,88
236,tickets,route,95,83
237,tickets,route,65,99
238,tickets,route,70,96
239,tickets,route,105,94
240,tickets,route,25,74
241,tickets,route,52,90
242,tickets,route,80,76
243,tickets,route,75,72
244,tickets,route,65,88
245,tickets,route,76,92
246,tickets,route,68,86
247,tickets,route,97,83
248,tickets,route,69,83
249,tickets,route,67,88
250,tickets,route,60,71
251,tickets,route,79,77
252,tickets,route,79,73
253,tickets,route,38,79
254,tickets,route,52,94
255,tickets,route,63,76
256,tickets,route,84,99
257,tickets,route,65,81
258,tickets,route,51,89
259,tickets,route,36,83
260,tickets,route,56,97
261,tickets,route,39,95
262,tickets,route,46,83
263,tickets,route,48,81
264,tickets,route,82,88
265,tickets,route,61,84
266,tickets,route,76,94
267,tickets,route,105,74
268,tickets,route,64,73
269,tickets,route,78,85
270,tickets,route,94,84
271,tickets,route,101,75
272,tickets,route,79,72
273,tickets,route,88,89
274,tickets,route,84,96
275,tickets,route,88,71
276,tickets,route,83,91
277,tickets,route,73,92
278,tickets,route,66,88
279,tickets,route,73,75
280,tickets,route,78,101
281,tickets,route,89,71
282,tickets,route,63,79
283,tickets,route,75,81
284,tickets,route,66,94
285,tickets,route,64,89
286,tickets,route,52,88
287,tickets,route,89,85
288,tickets,route,61,90
289,tickets,route,54,85
290,tickets,route,87,81
291,tickets,route,79,92
292,tickets,route,89,82
293,tickets,route,73,81
294,tickets,route,66,92
295,tickets,route,75,85
296,tickets,route,47,85
297,tickets,route,93,72
298,tickets,route,89,68
299,tickets,route,51,89
300,tickets,route,26,85
301,tickets,route,60,84
302,tickets,route,65,74
303,tickets,route,67,62
304,tickets,route,74,80
305,tickets,route,32,84
306,tickets,route,53,78
307,tickets,route,57,105
308,tickets,route,61,89
309,tickets,route,68,83
310,tickets,route,99,97
311,tickets,route,78,77
312,tickets,route,88,83
313,tickets,route,19,84
314,tickets,route,33,80
315,tickets,route,68,88
316,tickets,route,53,90
317,tickets,route,60,81
318,tickets,route,76,83
319,tickets,route,54,90
320,tickets,route,79,86
321,tickets,route,78,100
322,tickets,route,65,115
323,tickets,route,88,84
324,tickets,route,84,97
325,tickets,route,59,72
326,tickets,route,86,84
327,tickets,route,47,91
328,tickets,route,83,86
329,tickets,route,94,95
330,tickets,route,69,85
331,tickets,route,54,95
332,tickets,route,52,88
333,tickets,route,66,85
334,tickets,route,71,85
335,tickets,route,76,96
336,tickets,route,62,84
337,tickets,route,89,93
338,tickets,route,72,80
339,tickets,route,60,85
340,tickets,route,69,89
341,tickets,route,101,80
342,tickets,route,37,85
343,tickets,route,72,68
344,tickets,route,21,74
345,tickets,route,76,80
346,tickets,route,47,99
347,tickets,route,87,105
348,tickets,route,98,78
349,tickets,route,59,87
350,tickets,route,48,107
351,tickets,route,59,85
352,tickets,route,53,81
353,tickets,route,55,99
354,tickets,route,59,90
355,tickets,route,71,79
356,tickets,route,40,101
357,tickets,route,69,85
358,tickets,route,51,85
359,tickets,route,62,82
360,tickets,route,66,96
361,tickets,route,54,77
362,tickets,route,70,76
363,tickets,route,98,100
364,tickets,route,45,92
365,tickets,route,30,97
366,tickets,route,47,82
367,tickets,route,53,92
368,tickets,route,50,66
369,tickets,route,76,66
370,tickets,route,75,81
371,tickets,route,71,95
372,tickets,route,46,74
373,tickets,route,70,84
374,tickets,route,31,87
375,tickets,route,46,82
376,tickets,route,76,76
377,tickets,route,49,77
378,tickets,route,33,92
379,tickets,route,74,85
380,tickets,route,88,83
381,tickets,route,67,92
382,tickets,route,76,90
383,tickets,route,51,91
384,tickets,route,80,74
385,tickets,route,69,79
386,tickets,route,79,92
387,tickets,route,66,79
388,tickets,route,60,94
389,tickets,route,47,92
390,tickets,route,33,85
391,tickets,route,83,81
392,tickets,route,46,90
393,tickets,route,45,68
394,tickets,route,47,71
395,tickets,route,83,93
396,tickets,route,29,87
397,tickets,route,87,93
398,tickets,route,70,94
399,tickets,route,82,88
400,tickets,route,74,89
401,tickets,route,51,79
402,tickets,route,73,89
403,tickets,route,79,96
404,tickets,route,74,78
405,tickets,route,84,77
406,tickets,route,40,88
407,tickets,route,79,80
408,tickets,route,60,91
409,tickets,route,54,87
410,tickets,route,86,81
411,tickets,route,49,77
412,tickets,route,62,94
413,tickets,route,60,92
414,tickets,route,87,100
415,tickets,route,71,98
416,tickets,route,71,85
417,tickets,route,52,92
418,tickets,route,59,86
419,tickets,route,65,92
420,tickets,route,71,75
421,tickets,route,47,96
422,tickets,route,83,94
423,tickets,route,106,72
424,tickets,route,83,88
425,tickets,route,39,84
426,tickets,route,62,80
427,tickets,route,45,89
428,tickets,route,77,90
429,tickets,route,87,86
430,tickets,route,57,83
431,tickets,route,16,79
432,tickets,route,56,74
433,tickets,route,54,77
434,tickets,route,-100,90
435,tickets,route,65,83
436,tickets,route,29,83
437,tickets,route,108,76
438,tickets,route,55,83
439,tickets,route,93,88
440,tickets,route,46,91
441,tickets,route,44,83
442,tickets,route,92,96
443,tickets,route,53,95
444,tickets,route,81,75
445,tickets,route,54,100
446,tickets,route,67,78
447,tickets,route,83,86
448,tickets,route,81,95
449,tickets,route,76,87
450,tickets,route,83,76
451,tickets,route,81,96
452,tickets,route,85,83
453,tickets,route,51,83
454,tickets,route,80,91
455,tickets,route,82,83
456,tickets,route,52,75
457,tickets,route,72,72
458,tickets,route,50,84
459,tickets,route,51,92
460,tickets,route,53,81
461,tickets,route,53,90
462,tickets,route,77,93
463,tickets,route,86,89
464,tickets,route,44,86
465,tickets,route,52,97
466,tickets,route,75,78
467,tickets,route,43,73
468,tickets,route,55,85
469,tickets,route,88,79
470,tickets,route,68,85
471,tickets,route,84,73
472,tickets,route,61,93
473,tickets,route,19,98
474,tickets,route,30,99
475,tickets,route,33,88
476,tickets,route,67,77
477,tickets,route,100,90
478,tickets,route,51,96
479,tickets,route,30,94
480,tickets,route,77,86
481,tickets,route,67,93
482,tickets,route,43,101
483,tickets,route,61,82
484,tickets,route,94,79
485,tickets,route,35,78
486,tickets,route,86,84
487,tickets,route,63,95
488,tickets,route,40,94
489,tickets,route,83,75
490,tickets,route,73,85
491,tickets,route,74,72
492,tickets,route,44,115
493,tickets,route,51,86
494,tickets,route,5,97
495,tickets,route,78,88
496,tickets,route,62,105
497,tickets,route,33,96
498,tickets,route,71,78
499,tickets,route,64,83
